dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;pop;couv_tot_dose1;couv_tot_complet
75;74;2021-05-03;70088;34607;98223.0;71.4;35.2
75;79;2021-05-03;50060;40435;64896.0;77.1;62.3
75;80;2021-05-03;76756;61646;109244.0;70.3;56.4
750;64;2021-05-03;1;0;;;
76;24;2021-05-03;5417;2147;106184.0;5.1;2.0
76;29;2021-05-03;5606;2556;69080.0;8.1;3.7
76;39;2021-05-03;14746;6820;152559.0;9.7;4.5
76;49;2021-05-03;18910;8478;151379.0;12.5;5.6
76;59;2021-05-03;49830;14933;159079.0;31.3;9.4
76;64;2021-05-03;41276;7269;77692.0;53.1;9.4
76;69;2021-05-03;44925;8528;75020.0;59.9;11.4
76;74;2021-05-03;52686;21101;65404.0;80.6;32.3
76;79;2021-05-03;34501;26585;39775.0;86.7;66.8
76;80;2021-05-03;57854;45090;76864.0;75.3;58.7
77;24;2021-05-03;2083;716;119700.0;1.7;0.6
77;29;2021-05-03;2595;1011;83196.0;3.1;1.2
77;39;2021-05-03;8482;3255;192425.0;4.4;1.7
77;49;2021-05-03;13008;4993;196727.0;6.6;2.5
77;59;2021-05-03;36797;10464;185341.0;19.9;5.6
77;64;2021-05-03;30235;5858;76699.0;39.4;7.6
77;69;2021-05-03;32079;7723;66623.0;48.2;11.6
77;74;2021-05-03;37299;16544;56446.0;66.1;29.3
77;79;2021-05-03;26444;21499;34428.0;76.8;62.4
77;80;2021-05-03;40778;33479;57566.0;70.8;58.2
78;24;2021-05-03;2995;738;114179.0;2.6;0.6
78;29;2021-05-03;3448;1109;79205.0;4.4;1.4
78;39;2021-05-03;10649;3258;184091.0;5.8;1.8
78;49;2021-05-03;17066;5320;202141.0;8.4;2.6
78;59;2021-05-03;53347;13255;192045.0;27.8;6.9
78;64;2021-05-03;43561;7197;78301.0;55.6;9.2
78;69;2021-05-03;39298;8912;68519.0;57.4;13.0
78;74;2021-05-03;43009;21326;62672.0;68.6;34.0
78;79;2021-05-03;28215;22587;42980.0;65.6;52.6
78;80;2021-05-03;48636;39681;74459.0;65.3;53.3
79;24;2021-05-03;859;343;23587.0;3.6;1.5
79;29;2021-05-03;921;377;16506.0;5.6;2.3
79;39;2021-05-03;3093;1422;41182.0;7.5;3.5
79;49;2021-05-03;4711;2121;47239.0;10.0;4.5
79;59;2021-05-03;13267;4117;51600.0;25.7;8.0
79;64;2021-05-03;11854;1867;25727.0;46.1;7.3
79;69;2021-05-03;13757;2338;24538.0;56.1;9.5
79;74;2021-05-03;17570;6011;21802.0;80.6;27.6
79;79;2021-05-03;11533;8389;13843.0;83.3;60.6
79;80;2021-05-03;22000;16581;29168.0;75.4;56.8
80;24;2021-05-03;2716;807;53274.0;5.1;1.5
80;29;2021-05-03;2457;866;30964.0;7.9;2.8
80;39;2021-05-03;6295;2450;67453.0;9.3;3.6
80;49;2021-05-03;8385;3250;71182.0;11.8;4.6
80;59;2021-05-03;22054;6284;73570.0;30.0;8.5
80;64;2021-05-03;17758;3331;35831.0;49.6;9.3
80;69;2021-05-03;19531;4432;34903.0;56.0;12.7
80;74;2021-05-03;22613;8949;30000.0;75.4;29.8
80;79;2021-05-03;14567;11142;17445.0;83.5;63.9
80;80;2021-05-03;23473;18283;33674.0;69.7;54.3
81;24;2021-05-03;915;221;25382.0;3.6;0.9
81;29;2021-05-03;1029;362;16270.0;6.3;2.2
81;39;2021-05-03;3535;1099;41434.0;8.5;2.7
81;49;2021-05-03;6728;2003;48581.0;13.8;4.1
81;59;2021-05-03;16345;4576;53768.0;30.4;8.5
81;64;2021-05-03;13347;2446;26784.0;49.8;9.1
81;69;2021-05-03;15591;3619;26379.0;59.1;13.7
81;74;2021-05-03;18386;8080;24116.0;76.2;33.5
81;79;2021-05-03;12904;9343;15421.0;83.7;60.6
81;80;2021-05-03;24110;17802;33465.0;72.0;53.2
82;24;2021-05-03;411;106;16792.0;2.4;0.6
82;29;2021-05-03;591;206;11727.0;5.0;1.8
82;39;2021-05-03;1976;680;30052.0;6.6;2.3
82;49;2021-05-03;3615;1217;35032.0;10.3;3.5
82;59;2021-05-03;9517;2588;35322.0;26.9;7.3
82;64;2021-05-03;8040;1236;16858.0;47.7;7.3
82;69;2021-05-03;9598;1617;16693.0;57.5;9.7
82;74;2021-05-03;11252;3743;14495.0;77.6;25.8
82;79;2021-05-03;8369;5924;9336.0;89.6;63.5
82;80;2021-05-03;13764;10031;18300.0;75.2;54.8
83;24;2021-05-03;1614;681;69501.0;2.3;1.0
83;29;2021-05-03;2311;1103;48220.0;4.8;2.3
83;39;2021-05-03;7538;3704;120276.0;6.3;3.1
83;49;2021-05-03;13650;6216;131324.0;10.4;4.7
83;59;2021-05-03;39529;12588;145518.0;27.2;8.7
83;64;2021-05-03;32788;7871;72726.0;45.1;10.8
83;69;2021-05-03;39709;10523;73312.0;54.2;14.4
83;74;2021-05-03;50967;21425;72201.0;70.6;29.7
83;79;2021-05-03;40651;29347;53309.0;76.3;55.1
83;80;2021-05-03;58600;42607;85869.0;68.2;49.6
84;24;2021-05-03;882;247;39477.0;2.2;0.6
84;29;2021-05-03;1250;408;27578.0;4.5;1.5
84;39;2021-05-03;4270;1430;63922.0;6.7;2.2
84;49;2021-05-03;7644;2651;70030.0;10.9;3.8
84;59;2021-05-03;20518;5763;77217.0;26.6;7.5
84;64;2021-05-03;16492;3160;36344.0;45.4;8.7
84;69;2021-05-03;18628;3774;35290.0;52.8;10.7
84;74;2021-05-03;22020;7196;31933.0;69.0;22.5
84;79;2021-05-03;17998;12773;21947.0;82.0;58.2
84;80;2021-05-03;25673;18574;37418.0;68.6;49.6
85;24;2021-05-03;1665;642;41969.0;4.0;1.5
85;29;2021-05-03;2010;815;29084.0;6.9;2.8
85;39;2021-05-03;5803;2529;75720.0;7.7;3.3
85;49;2021-05-03;8286;3672;86574.0;9.6;4.2
85;59;2021-05-03;20695;6592;89803.0;23.0;7.3
85;64;2021-05-03;22080;2763;47935.0;46.1;5.8
85;69;2021-05-03;27792;3234;49126.0;56.6;6.6
85;74;2021-05-03;37277;8052;45117.0;82.6;17.8
85;79;2021-05-03;23739;16213;26284.0;90.3;61.7
85;80;2021-05-03;41134;30561;50506.0;81.4;60.5
86;24;2021-05-03;2374;454;42794.0;5.5;1.1
86;29;2021-05-03;2018;636;21569.0;9.4;2.9
86;39;2021-05-03;4985;1687;48717.0;10.2;3.5
86;49;2021-05-03;7361;2412;52927.0;13.9;4.6
86;59;2021-05-03;18194;4874;55357.0;32.9;8.8
86;64;2021-05-03;14956;2422;28304.0;52.8;8.6
86;69;2021-05-03;16610;2986;27405.0;60.6;10.9
86;74;2021-05-03;18128;5782;23771.0;76.3;24.3
86;79;2021-05-03;13165;9825;15115.0;87.1;65.0
86;80;2021-05-03;24216;18671;32981.0;73.4;56.6
87;24;2021-05-03;1654;403;30878.0;5.4;1.3
87;29;2021-05-03;1664;543;17124.0;9.7;3.2
87;39;2021-05-03;4293;1512;39312.0;10.9;3.8
87;49;2021-05-03;6654;2379;44763.0;14.9;5.3
87;59;2021-05-03;15970;4505;49746.0;32.1;9.1
87;64;2021-05-03;13095;2187;25026.0;52.3;8.7
87;69;2021-05-03;15011;2663;25500.0;58.9;10.4
87;74;2021-05-03;17916;4786;23660.0;75.7;20.2
87;79;2021-05-03;12185;8646;14787.0;82.4;58.5
87;80;2021-05-03;21743;16024;30671.0;70.9;52.2
88;24;2021-05-03;872;345;23721.0;3.7;1.5
88;29;2021-05-03;961;448;15975.0;6.0;2.8
88;39;2021-05-03;3260;1445;38540.0;8.5;3.7
88;49;2021-05-03;5864;2583;43251.0;13.6;6.0
88;59;2021-05-03;15524;5073;51489.0;30.2;9.9
88;64;2021-05-03;13012;3012;26457.0;49.2;11.4
88;69;2021-05-03;15333;4182;25999.0;59.0;16.1
88;74;2021-05-03;17603;7087;23464.0;75.0;30.2
88;79;2021-05-03;10777;8434;13069.0;82.5;64.5
88;80;2021-05-03;19991;16090;28475.0;70.2;56.5
89;24;2021-05-03;637;237;20050.0;3.2;1.2
89;29;2021-05-03;816;347;14639.0;5.6;2.4
89;39;2021-05-03;2667;1280;36906.0;7.2;3.5
89;49;2021-05-03;4420;2052;40908.0;10.8;5.0
89;59;2021-05-03;11117;4092;45251.0;24.6;9.0
89;64;2021-05-03;9504;2302;23463.0;40.5;9.8
89;69;2021-05-03;11490;3059;24006.0;47.9;12.7
89;74;2021-05-03;15015;6690;21497.0;69.8;31.1
89;79;2021-05-03;9951;7867;12690.0;78.4;62.0
89;80;2021-05-03;17877;14524;25315.0;70.6;57.4
90;24;2021-05-03;455;109;11142.0;4.1;1.0
90;29;2021-05-03;481;150;8158.0;5.9;1.8
90;39;2021-05-03;1506;554;16796.0;9.0;3.3
90;49;2021-05-03;2587;1016;17954.0;14.4;5.7
90;59;2021-05-03;6527;2519;18412.0;35.4;13.7
90;64;2021-05-03;4758;1311;8988.0;52.9;14.6
90;69;2021-05-03;5108;1725;8307.0;61.5;20.8
90;74;2021-05-03;5952;2826;7344.0;81.0;38.5
90;79;2021-05-03;3755;3016;4601.0;81.6;65.6
90;80;2021-05-03;6423;5152;8820.0;72.8;58.4
91;24;2021-05-03;2162;779;117572.0;1.8;0.7
91;29;2021-05-03;3114;1262;81175.0;3.8;1.6
91;39;2021-05-03;9554;3856;174980.0;5.5;2.2
91;49;2021-05-03;15552;6207;179847.0;8.6;3.5
91;59;2021-05-03;42233;12242;169548.0;24.9;7.2
91;64;2021-05-03;32281;6533;68442.0;47.2;9.5
91;69;2021-05-03;30292;7478;57526.0;52.7;13.0
91;74;2021-05-03;34910;15558;50951.0;68.5;30.5
91;79;2021-05-03;26359;21470;33960.0;77.6;63.2
91;80;2021-05-03;43589;35533;59916.0;72.8;59.3
92;24;2021-05-03;4574;1351;139712.0;3.3;1.0
92;29;2021-05-03;6084;2106;114932.0;5.3;1.8
92;39;2021-05-03;15843;5236;241384.0;6.6;2.2
92;49;2021-05-03;23705;7892;227139.0;10.4;3.5
92;59;2021-05-03;61848;16154;201643.0;30.7;8.0
92;64;2021-05-03;40607;8756;79326.0;51.2;11.0
92;69;2021-05-03;35989;10297;69102.0;52.1;14.9
92;74;2021-05-03;40460;21547;62608.0;64.6;34.4
92;79;2021-05-03;28667;23819;42778.0;67.0;55.7
92;80;2021-05-03;52568;44233;79611.0;66.0;55.6
93;24;2021-05-03;4100;1174;149422.0;2.7;0.8
93;29;2021-05-03;6036;1928;116400.0;5.2;1.7
93;39;2021-05-03;16671;5424;256009.0;6.5;2.1
93;49;2021-05-03;24900;7824;231000.0;10.8;3.4
93;59;2021-05-03;57210;16696;197192.0;29.0;8.5
93;64;2021-05-03;39168;10146;78405.0;50.0;12.9
93;69;2021-05-03;35357;12003;65255.0;54.2;18.4
93;74;2021-05-03;32895;17406;51275.0;64.2;33.9
93;79;2021-05-03;24739;19806;31866.0;77.6;62.2
93;80;2021-05-03;37527;30321;51825.0;72.4;58.5
94;24;2021-05-03;5009;1357;128757.0;3.9;1.1
94;29;2021-05-03;5791;2183;96273.0;6.0;2.3
94;39;2021-05-03;14413;5560;201248.0;7.2;2.8
94;49;2021-05-03;20289;7404;189650.0;10.7;3.9
94;59;2021-05-03;51804;16518;178549.0;29.0;9.3
94;64;2021-05-03;37293;9965;73435.0;50.8;13.6
94;69;2021-05-03;34684;11588;61325.0;56.6;18.9
94;74;2021-05-03;37898;20318;53054.0;71.4;38.3
94;79;2021-05-03;25266;20052;34793.0;72.6;57.6
94;80;2021-05-03;43670;35419;65511.0;66.7;54.1
95;24;2021-05-03;3569;1270;107945.0;3.3;1.2
95;29;2021-05-03;4365;1774;76531.0;5.7;2.3
95;39;2021-05-03;11586;4588;175116.0;6.6;2.6
95;49;2021-05-03;16755;6499;167938.0;10.0;3.9
95;59;2021-05-03;41116;12831;155011.0;26.5;8.3
95;64;2021-05-03;32810;6925;65805.0;49.9;10.5
95;69;2021-05-03;31226;8316;55323.0;56.4;15.0
95;74;2021-05-03;34700;18088;45137.0;76.9;40.1
95;79;2021-05-03;23430;19053;26895.0;87.1;70.8
95;80;2021-05-03;36750;30029;48098.0;76.4;62.4
970;74;2021-05-03;1;0;;;
971;24;2021-05-03;211;74;27093.0;0.8;0.3
971;29;2021-05-03;477;211;16795.0;2.8;1.3
971;39;2021-05-03;1350;513;37149.0;3.6;1.4
971;49;2021-05-03;2272;990;48928.0;4.6;2.0
971;59;2021-05-03;3975;1754;60524.0;6.6;2.9
971;64;2021-05-03;2433;1103;27495.0;8.8;4.0
971;69;2021-05-03;2590;1171;23618.0;11.0;5.0
971;74;2021-05-03;2410;1150;19823.0;12.2;5.8
971;79;2021-05-03;1731;995;13239.0;13.1;7.5
971;80;2021-05-03;1839;1076;20928.0;8.8;5.1
972;24;2021-05-03;762;148;24337.0;3.1;0.6
972;29;2021-05-03;1124;416;15561.0;7.2;2.7
972;39;2021-05-03;3342;1128;34280.0;9.7;3.3
972;49;2021-05-03;5174;1826;42967.0;12.0;4.2
972;59;2021-05-03;7736;2814;62671.0;12.3;4.5
972;64;2021-05-03;4399;1592;28516.0;15.4;5.6
972;69;2021-05-03;4519;1765;24040.0;18.8;7.3
972;74;2021-05-03;4295;1997;19607.0;21.9;10.2
972;79;2021-05-03;3136;1769;13902.0;22.6;12.7
972;80;2021-05-03;3161;1674;24265.0;13.0;6.9
973;24;2021-05-03;635;118;30954.0;2.1;0.4
973;29;2021-05-03;1131;325;19945.0;5.7;1.6
973;39;2021-05-03;4241;989;39602.0;10.7;2.5
973;49;2021-05-03;5359;1334;34757.0;15.4;3.8
973;59;2021-05-03;6668;3668;27026.0;24.7;13.6
973;64;2021-05-03;2632;1523;10200.0;25.8;14.9
973;69;2021-05-03;1869;1119;7246.0;25.8;15.4
973;74;2021-05-03;1283;783;4665.0;27.5;16.8
973;79;2021-05-03;758;505;2703.0;28.0;18.7
973;80;2021-05-03;666;427;3390.0;19.6;12.6
974;24;2021-05-03;878;370;74456.0;1.2;0.5
974;29;2021-05-03;2163;1204;48787.0;4.4;2.5
974;39;2021-05-03;5625;2984;104568.0;5.4;2.9
974;49;2021-05-03;7658;3718;113615.0;6.7;3.3
974;59;2021-05-03;17517;6175;125597.0;13.9;4.9
974;64;2021-05-03;11110;3847;49376.0;22.5;7.8
974;69;2021-05-03;11022;4388;40475.0;27.2;10.8
974;74;2021-05-03;10279;4650;27194.0;37.8;17.1
974;79;2021-05-03;8072;5635;19499.0;41.4;28.9
974;80;2021-05-03;8999;6221;25277.0;35.6;24.6
976;24;2021-05-03;494;181;26827.0;1.8;0.7
976;29;2021-05-03;1017;527;18625.0;5.5;2.8
976;39;2021-05-03;2614;1243;37697.0;6.9;3.3
976;49;2021-05-03;3700;1873;28132.0;13.2;6.7
976;59;2021-05-03;3843;2346;14768.0;26.0;15.9
976;64;2021-05-03;1479;932;4594.0;32.2;20.3
976;69;2021-05-03;999;635;3152.0;31.7;20.1
976;74;2021-05-03;579;291;1775.0;32.6;16.4
976;79;2021-05-03;347;195;1259.0;27.6;15.5
976;80;2021-05-03;329;164;1186.0;27.7;13.8
977;24;2021-05-03;231;17;757.0;30.5;2.2
977;29;2021-05-03;317;28;960.0;33.0;2.9
977;39;2021-05-03;711;62;1752.0;40.6;3.5
977;49;2021-05-03;887;80;1808.0;49.1;4.4
977;59;2021-05-03;1171;150;1548.0;75.6;9.7
977;64;2021-05-03;550;102;433.0;99.0;23.6
977;69;2021-05-03;460;108;309.0;99.0;35.0
977;74;2021-05-03;349;91;251.0;99.0;36.3
977;79;2021-05-03;211;74;170.0;99.0;43.5
977;80;2021-05-03;227;54;216.0;99.0;25.0
978;24;2021-05-03;23;11;2459.1;0.9;0.4
978;29;2021-05-03;52;28;2086.3;2.5;1.3
978;39;2021-05-03;300;145;4598.4;6.5;3.2
978;49;2021-05-03;514;239;5612.0;9.2;4.3
978;59;2021-05-03;751;398;5042.5;14.9;7.9
978;64;2021-05-03;311;191;1727.8;18.0;11.1
978;69;2021-05-03;268;193;1332.2;20.1;14.5
978;74;2021-05-03;230;196;766.5;30.0;25.6
978;79;2021-05-03;132;137;386.4;34.2;35.5
978;80;2021-05-03;99;88;416.7;23.8;21.1
01;0;2021-05-03;130667;54794;656955.0;19.9;8.3
02;0;2021-05-03;118277;52997;526050.0;22.5;10.1
03;0;2021-05-03;98127;46274;331315.0;29.6;14.0
04;0;2021-05-03;42388;22289;165197.0;25.7;13.5
05;0;2021-05-03;38478;18964;141756.0;27.1;13.4
06;0;2021-05-03;331049;159365;1079396.0;30.7;14.8
07;0;2021-05-03;87289;40048;326875.0;26.7;12.3
08;0;2021-05-03;73510;29996;265531.0;27.7;11.3
09;0;2021-05-03;45693;21360;152398.0;30.0;14.0
10;0;2021-05-03;85582;40510;309907.0;27.6;13.1
11;0;2021-05-03;97327;40516;372705.0;26.1;10.9
12;0;2021-05-03;89440;42285;278360.0;32.1;15.2
13;0;2021-05-03;505966;248494;2034469.0;24.9;12.2
14;0;2021-05-03;196285;77858;691453.0;28.4;11.3
15;0;2021-05-03;44174;20431;142811.0;30.9;14.3
16;0;2021-05-03;96803;38695;348180.0;27.8;11.1
17;0;2021-05-03;192678;86501;647080.0;29.8;13.4
18;0;2021-05-03;84079;35459;296404.0;28.4;12.0
19;0;2021-05-03;72332;33427;240336.0;30.1;13.9
21;0;2021-05-03;130046;64069;532886.0;24.4;12.0
22;0;2021-05-03;190033;91406;596186.0;31.9;15.3
23;0;2021-05-03;39179;17342;116270.0;33.7;14.9
24;0;2021-05-03;121178;49823;408393.0;29.7;12.2
25;0;2021-05-03;120727;54906;539449.0;22.4;10.2
26;0;2021-05-03;131296;59694;520560.0;25.2;11.5
27;0;2021-05-03;133258;58502;600687.0;22.2;9.7
28;0;2021-05-03;105778;42203;429425.0;24.6;9.8
29;0;2021-05-03;260545;96097;906554.0;28.7;10.6
2A;0;2021-05-03;56325;28873;162421.0;34.7;17.8
2B;0;2021-05-03;57214;29133;182258.0;31.4;16.0
30;0;2021-05-03;193068;89415;748468.0;25.8;11.9
31;0;2021-05-03;307744;113799;1400935.0;22.0;8.1
32;0;2021-05-03;58344;20440;190040.0;30.7;10.8
33;0;2021-05-03;416565;160634;1633440.0;25.5;9.8
34;0;2021-05-03;300757;126927;1176145.0;25.6;10.8
35;0;2021-05-03;264018;93148;1082073.0;24.4;8.6
36;0;2021-05-03;68046;28461;217139.0;31.3;13.1
37;0;2021-05-03;155886;54549;605380.0;25.8;9.0
38;0;2021-05-03;297406;117951;1264979.0;23.5;9.3
39;0;2021-05-03;66439;32911;257849.0;25.8;12.8
40;0;2021-05-03;121227;51354;411979.0;29.4;12.5
41;0;2021-05-03;90394;37776;327835.0;27.6;11.5
42;0;2021-05-03;200131;85598;764737.0;26.2;11.2
43;0;2021-05-03;58775;32994;226901.0;25.9;14.5
44;0;2021-05-03;327724;118219;1437137.0;22.8;8.2
45;0;2021-05-03;145606;58557;682890.0;21.3;8.6
46;0;2021-05-03;57512;25350;173166.0;33.2;14.6
47;0;2021-05-03;90992;38156;330336.0;27.5;11.6
48;0;2021-05-03;20170;10587;76286.0;26.4;13.9
49;0;2021-05-03;217889;82300;815881.0;26.7;10.1
50;0;2021-05-03;150309;67147;490669.0;30.6;13.7
51;0;2021-05-03;133252;55346;563823.0;23.6;9.8
52;0;2021-05-03;47998;18077;169250.0;28.4;10.7
53;0;2021-05-03;72379;37898;305365.0;23.7;12.4
54;0;2021-05-03;183768;77727;730398.0;25.2;10.6
55;0;2021-05-03;49760;18748;181641.0;27.4;10.3
56;0;2021-05-03;227573;80308;755566.0;30.1;10.6
57;0;2021-05-03;264330;146798;1035866.0;25.5;14.2
58;0;2021-05-03;63136;30104;199596.0;31.6;15.1
59;0;2021-05-03;607568;271936;2588988.0;23.5;10.5
60;0;2021-05-03;180772;89208;825077.0;21.9;10.8
61;0;2021-05-03;86001;40615;276903.0;31.1;14.7
62;0;2021-05-03;376561;176455;1452778.0;25.9;12.1
63;0;2021-05-03;162366;73889;660240.0;24.6;11.2
64;0;2021-05-03;210410;96260;683169.0;30.8;14.1
65;0;2021-05-03;77913;33292;226839.0;34.3;14.7
66;0;2021-05-03;141157;54963;479000.0;29.5;11.5
67;0;2021-05-03;263145;100876;1132607.0;23.2;8.9
68;0;2021-05-03;173347;83422;763204.0;22.7;10.9
69;0;2021-05-03;401295;186365;1876051.0;21.4;9.9
70;0;2021-05-03;58376;26550;233194.0;25.0;11.4
71;0;2021-05-03;153757;74323;547824.0;28.1;13.6
72;0;2021-05-03;127667;48040;560227.0;22.8;8.6
73;0;2021-05-03;106882;46531;432548.0;24.7;10.8
74;0;2021-05-03;167283;72906;828405.0;20.2;8.8
75;0;2021-05-03;570162;245748;2148271.0;26.5;11.4
76;0;2021-05-03;325828;143549;1243788.0;26.2;11.5
77;0;2021-05-03;229873;105561;1423607.0;16.1;7.4
78;0;2021-05-03;290300;123404;1448625.0;20.0;8.5
79;0;2021-05-03;99582;43571;372627.0;26.7;11.7
80;0;2021-05-03;139880;59805;569769.0;24.6;10.5
81;0;2021-05-03;112911;49556;387898.0;29.1;12.8
82;0;2021-05-03;67146;27351;262618.0;25.6;10.4
83;0;2021-05-03;287424;136101;1073836.0;26.8;12.7
84;0;2021-05-03;135423;55985;560997.0;24.1;10.0
85;0;2021-05-03;190509;75076;683187.0;27.9;11.0
86;0;2021-05-03;122032;49758;437398.0;27.9;11.4
87;0;2021-05-03;110213;43649;370774.0;29.7;11.8
88;0;2021-05-03;103222;48707;359520.0;28.7;13.5
89;0;2021-05-03;83512;42454;332096.0;25.1;12.8
90;0;2021-05-03;37571;18387;140145.0;26.8;13.1
91;0;2021-05-03;240121;110934;1319401.0;18.2;8.4
92;0;2021-05-03;310435;141414;1613762.0;19.2;8.8
93;0;2021-05-03;278748;122760;1670149.0;16.7;7.4
94;0;2021-05-03;276201;130388;1406041.0;19.6;9.3
95;0;2021-05-03;236380;109400;1248354.0;18.9;8.8
971;0;2021-05-03;19301;9040;376879.0;5.1;2.4
972;0;2021-05-03;37671;15133;358749.0;10.5;4.2
973;0;2021-05-03;25279;10802;290691.0;8.7;3.7
974;0;2021-05-03;83355;39205;859959.0;9.7;4.6
976;0;2021-05-03;15415;8391;279471.0;5.5;3.0
977;0;2021-05-03;5117;766;9961.0;51.4;7.7
978;0;2021-05-03;2684;1628;35334.0;7.6;4.6
